id,query_type,message,Class,Label,Hate_Speech,Offensive_Language,Insult,Normal_Comment
61671,Facebook:/<post-id>/comments,Aujourd'hui certaines personnes essayent de réécrire l'histoire pour l'embellir ...mais les faits sont têtus...on pardonne à Tombalbaye  et ses partisans mais jamais on n'oubliera les crimes qu'ils ont commis ,offensive,2,0,2,0,0
61672,Facebook:/<post-id>/comments,Le seul voyou c’est celui qui se cache derrière les blancs et insulte son guide suprême,offensive,2,0,2,0,0
61673,Facebook:/<post-id>/comments,Soubhanallah! Si c’est pas la démocratie. Quelqu’un comme ce cochon la peut s’assoir et insulter les autres? Mdr ?? ,offensive,2,0,2,0,0
61674,Facebook:/<post-id>/comments,Les partisans de la radio ?? Milles Collins. ,offensive,2,0,2,0,0
61675,Facebook:/<post-id>/comments,Celui qui te traite de kirdi,offensive,2,0,2,0,0
61676,Facebook:/<post-id>/comments,Djandjawi parle. Un peu silence hahha,offensive,2,0,2,0,0
61677,Facebook:/<post-id>/comments,Mm le cerveau qui confirme à propos de l'esclave ,offensive,2,0,2,0,0
61678,Facebook:/<post-id>/comments,Les petit n'es pas loin de dire birti raccroche svp,offensive,2,0,2,0,0
61679,Facebook:/<post-id>/comments,Père fondateur de djandjawi Assilekkkkkkkkk,offensive,2,0,2,0,0
61680,Facebook:/<post-id>/comments,Abel tu  as dis ne pas djanjawid pas où Tchad c'est ne pas vrai ça. Ya n'a les djanjawid où Tchad ,offensive,2,0,2,0,0
61681,Facebook:/<post-id>/comments,Quand le djandjawi parle il se taise,offensive,2,0,2,0,0
61684,Facebook:/<post-id>/comments,Gourane djandjawite?????,offensive,2,0,2,0,0
61685,Facebook:/<post-id>/comments,Hummm même les djandjawi suivent le direct de Abel. ,offensive,2,0,2,0,0
61686,Facebook:/<post-id>/comments,J’appelle tout fils digne beribour boycotter haineux abel maïna et histoire nous dira ce abel veut faire à la communauté zakawa l’apologie de  genocide,offensive,2,0,2,0,0
61687,Facebook:/<post-id>/comments,Les doungourou mdr ??. ,insult,3,0,0,3,0
61688,Facebook:/<post-id>/comments,Tous les noms à connotation musulmane comme tu dis ne sont pas nordistes ,normal,4,0,0,0,4
61689,Facebook:/<post-id>/comments,Je vous pose une question c'est bien de dire que les Sarah sont des kirdi mais vos frères qui on pris comme épouse des femmes kirdi et qui on enfanté avec eux vous  Vous les appelle quoi demain puisque il on les sang kirdi qui. Coule d1ns leur veine arrêté ce palabre qui n'a pas de sens cherche une solution,offensive,2,0,2,0,0
61690,Facebook:/<post-id>/comments,Le tchad appartient  au zakawa,offensive,2,0,2,0,0
61691,Facebook:/<post-id>/comments,On avait vécu depuis le temps. Sur 10 actes barbares posés les 9 sont perpétrés par des des Gourane  zaghawas,offensive,2,0,2,0,0
61692,Facebook:/<post-id>/comments,Il devient plus en plus fou ces bandits tchadiens résidents en France !!,insult,3,0,0,3,0
61693,Facebook:/<post-id>/comments,Gnégnégné Une réaction typique d'un bandit de dembé.  ,insult,3,0,0,3,0
61694,Facebook:/<post-id>/comments,Toum hawo orou mafiii banana loutti tinen mafiiiii ?????? hou sow louti hanaw way bass,offensive,2,0,2,0,0
61695,Facebook:/<post-id>/comments,Hou Sow banana louti Koura Wahid kalas.,offensive,2,0,2,0,0
61696,Facebook:/<post-id>/comments,C'est vraiment honteux. Les Dougourou du MPS. Même si vous échappez à la juste des hommes nous n'échapperez jamais à la justice de Dieu. ,offensive,2,0,2,0,0
61697,Facebook:/<post-id>/comments,C'est la vraie tyrannie là même quel horreurs !,offensive,2,0,2,0,0
61698,Facebook:/<post-id>/comments,Dire que t’es médecin ???????. Imagine s’il a un patient nordiste ,offensive,2,0,2,0,0
61699,Facebook:/<post-id>/comments,Donc si je comprends bien vous ne seriez jamais d'accord qu'un loup garou soit plus intelligent ou plus intellectuel  que vous  ? Dès que vous êtes en carence d'idées vous tournez en boucle au tour de l'analphabétisme c'est mesquin. Les temps ont évolué tara même si vous ne vous rendez pas compte aussi.tous ceux qui ont des idées contradictoires sont  des cons pour vous.,offensive,2,0,2,0,0
61700,Facebook:/<post-id>/comments,Depuis quelques temps les (intellectuels) veulent leur part de gâteau mais ils ne savent bien s'y prendre au point où ils sont devenus des doungourou des phrases bien écrits pour se ridiculiser !,insult,3,0,0,3,0
61701,Facebook:/<post-id>/comments,Joyeux trentiversaire des conflits intercommunautaires Joyeux trentiversaire des conflits agriculteurs éleveurs  Joyeux trentiversaire de doungouroutisme Proxénétisme  Et de politique des ventres creux,offensive,2,0,2,0,0
61702,Facebook:/<post-id>/comments,Le seul et unique critère pour être un mpsiste c'est d'être un abruti,insult,3,0,0,3,0
61703,Facebook:/<post-id>/comments,Un pays de merde. le Tchad est pris en otage par le mps,offensive,2,0,2,0,0
61704,Facebook:/<post-id>/comments,C’est toi le toto . Pour le patriotes (mpsistes et nos alliés) est 45 et pour l’opposition (apatrides)35  45+35=80 80/2=40 . ,offensive,2,0,2,0,0
61705,Facebook:/<post-id>/comments,1 de plus. Je parle de la totale entre 5 autres bien envoyé que j'ai lu en 2020????????????,normal,4,0,0,0,4
61706,Facebook:/<post-id>/comments,??????????C'est un futur chantier inachevé et celui qui va détourner le fonds de ce chantier est déjà d'avance désigné par le numéro de la République.  Gourane loutti koura tinéne maffi.,offensive,2,0,2,0,0
61707,Facebook:/<post-id>/comments,Il y aura toujours des personnes stupides qui viendront défendre ces gens alors qu'elles sont elles-mêmes noires.   Parfois on a l'impression que les gens n'ont pas de cerveau. Dès qu'il s'agit de la  religion on laisse tout tomber pour défendre l'indefendable.   Il n'y a que le noir qui se comporte comme ça même quand on lui manque du respect.   Je me demande qu'est-ce que nos frères noirs trouvent en allant travailler comme esclaves dans ces pays? Pourquoi ne pas rester dans son propre pays et faire quelque chose? Au moins on est libre...,offensive,2,0,2,0,0
61708,Facebook:/<post-id>/comments,Même ceux qui ont fréquenté crois pareil. Le grand blem encore c'est que le colonisé ou bien l'ex colonisé ressemble toujours à ce esclave  du 18eme siècle,offensive,2,0,2,0,0
61711,Facebook:/<post-id>/comments,Vraiment il est temps un président qui se réveille et prend une décision et ce irréductible c'est l'esclavage ou quoi.,offensive,2,0,2,0,0
61712,Facebook:/<post-id>/comments,Regarde moi ce banditisme le pouvoir  Est venu par l'armée et non avec le cahier et puis plus un bic ,offensive,2,0,2,0,0
61713,Facebook:/<post-id>/comments,Svp qui peut m'aider à mettre la main sur le livre de S.Masra dans lequel d'aucuns disent qu'il a qualifié les nordistes des chiens du désert? Il l'a intitulé comment ?,offensive,2,0,2,0,0
61714,Facebook:/<post-id>/comments,Lissak !bikid chanteur sey .tu vas chanter aussi au nom de la démocratie et mpst,offensive,2,0,2,0,0
61715,Facebook:/<post-id>/comments,Lisakoum bandit brique dol da ,insult,3,0,0,3,0
61716,Facebook:/<post-id>/comments,abid executé direct,hate,1,1,0,0,0
61717,Facebook:/<post-id>/comments,Bandi dol sakhit ,insult,3,0,0,3,0
61718,Facebook:/<post-id>/comments,Nous n'avons pas le temps de faire la haine. Imaginons le jour où il trouve le temps ??,offensive,2,0,2,0,0
61719,Facebook:/<post-id>/comments,Un esclave qui n'est pas capable d'assumer sa révolte,hate,1,1,0,0,0
61720,Facebook:/<post-id>/comments,Le comportement de peur de mourir nous releguera toujours aux rangs des esclaves de ce pays. Osons un jour.,offensive,2,0,2,0,0
61721,Facebook:/<post-id>/comments,En sara masra a prolongé! Hum! Pourquoi il n'a pas parlé longtemps en arabe.hum! Sa commence ,offensive,2,0,2,0,0
61722,Facebook:/<post-id>/comments,Bande de bandits,insult,3,0,0,3,0
61723,Facebook:/<post-id>/comments,Prquoi ces bandits là commente les trucs cmsa qui vs a dit de suivre aussi le direct avec nous si ça ne vous plait pas barrez vs ya la page de MPS allez suivre vos conneris labas laissez nous suivre le president de l'avenir,offensive,2,0,2,0,0
61724,Facebook:/<post-id>/comments,Ce qui ce bandit ?,insult,3,0,0,3,0
61725,Facebook:/<post-id>/comments,Nous sommes de nordistes donc les chiens ne peuvent être avec les humains.,offensive,2,0,2,0,0
61726,Facebook:/<post-id>/comments,SOUGOUR Bokhik ils est toroboro Soudan,offensive,2,0,2,0,0
61727,Facebook:/<post-id>/comments,Nous ne voulons plus être des esclaves dans notre propre pays. Oui! Nous disons non à ce gouvernement médiocre et sanguinaire,hate,1,1,0,0,0
61728,Facebook:/<post-id>/comments,Ces salaud!!  Nous nous vaincrons,insult,3,0,0,3,0
61729,Facebook:/<post-id>/comments,La police du tyran Déby regrettera un jour ????.,offensive,2,0,2,0,0
61730,Facebook:/<post-id>/comments,Je met en garde à c'est individu qui insulte les sudiste de Vitry qui veut dire les esclaves mais les esclaves seront libérés un jour et ils deviendront hôtes. Toute chose à sa fin !,offensive,2,0,2,0,0
61731,Facebook:/<post-id>/comments,Honte au régime dictatorial MPS de Mr Déby et ses acolytes ???? Force à la population tchadienne !!!,offensive,2,0,2,0,0
61733,Facebook:/<post-id>/comments,Tu ne mérite pas d'être président du Tchad avec tes ségrégation nordiste soudiste. Tu va être pure que le président actuel.,offensive,2,0,2,0,0
61734,Facebook:/<post-id>/comments,Vous êtes malade par erreur,offensive,2,0,2,0,0
61735,Facebook:/<post-id>/comments,Jamais le petit n'aura pas sa place ici mm pas maire de la ville d'ailleurs on dirait qu'il fait le plateforme de lancement je dis grand jamais  Il est l'un de raciste et on dis Dieu merci le maréchal est la encore avec quoi mm toujours deby jusqu'a 2028 pour le moment peut être certain cadre du nord vont fait la légation ( le maitre de raciste du sud ta place n'est pas ici )n'oublie jamais ton livre tu finiras mal et tu va regretté suis du Nord et fier d'être nordiste le combat ne ps fini encore,offensive,2,0,2,0,0
61738,Facebook:/<post-id>/comments,"Pourquoi nos confrères musulmans ne participent pas au débat du Dr masra succès ? Par ce que c'est un kirdi.succes défend la couleur tricolore et non une minorité des sudiste . puisque quelqu'un qui n'est pas instruit et qui n'a pas de niveau me peut tenir un débat intellectuel face à un sophiste. Il es toujours agressif et malhonnête. "" Ta liberté naîtra de ton courage"" il faut que nous montrions a deby qu' il s'est fais des illusions de dire qu'il ne voit pas quelqu'un qui pourrait le remplacer.",offensive,2,0,2,0,0
61739,Facebook:/<post-id>/comments,???????????? wallaye succès là c'est un malade hein,insult,3,0,0,3,0
61740,Facebook:/<post-id>/comments,Tu répondrai présent aussi avec ton Livre qui exclu et traite les nordistes de tout les mots,offensive,2,0,2,0,0
61741,Facebook:/<post-id>/comments,Tu perds ton temps. Nous n'oublierons jamais ton livre de haine sur la population du Nord et musulmane. Soit président de cette république sans les nordistes si tu peux l'être .,offensive,2,0,2,0,0
61742,Facebook:/<post-id>/comments,Propaganda manipulation médiatique RFI: RADIO FRANCE INTOXICATION  tu est un élément de la FRANCE-Afrique réel responsable de la misère en Afrique. Tous les hommes politiques sans exception sont des bandits,offensive,2,0,2,0,0
61743,Facebook:/<post-id>/comments,Bandi sakit tu rêve wallay tu ne soit même chef de classe,insult,3,0,0,3,0
61744,Facebook:/<post-id>/comments,Malade vien au Nord du pays,insult,3,0,0,3,0
61745,Facebook:/<post-id>/comments,La liberté s'arrache alors debout la jeunesse Tchadienne pour la transformation du Tchad divisé par ce petit bandit rebelle deby.,offensive,2,0,2,0,0
61746,Facebook:/<post-id>/comments,Va te soigner tu es devenu malade mental d'ailleurs ton parti n'est pas encore légaliser va te foutre espèce de traître nous sommes tous derrière notre maréchal l'amoureux du tchad que Dieu lui donne une longue vie tampi pour les jaloux,offensive,2,0,2,0,0
61747,Facebook:/<post-id>/comments,Bandit laisses C D DIALLO  toi aussi si tu oses faire cette manière brutale nous ici on s'amuse pas on va couper ta tête,offensive,2,0,2,0,0
61748,Facebook:/<post-id>/comments,Vous êtes malade walaï,insult,3,0,0,3,0
61749,Facebook:/<post-id>/comments,Ils ne comprendront jamais qu'ils sont des esclaves,hate,1,1,0,0,0
61750,Facebook:/<post-id>/comments,C'est toi qui veut faire la division entre nord et sud non lui ...... les Loup-garou on s'en fou de toi ?? tu ne peux pas nous trompés ?? Tu vas mourir avec ta haine envers les nordistes et tu ne trouvera jamais le pouvoir  ? Cherif Oumar Youssouf ??,offensive,2,0,2,0,0
61751,Facebook:/<post-id>/comments,Un fauteur de troubles que la Justice s'en occupe de lui.un véritable ennemi pour les nordistes,offensive,2,0,2,0,0
61752,Facebook:/<post-id>/comments,Rien que en lisant les commentaires on remarque que Succès à plus les soutiens de sudiste que Nordiste. Conséquences de son livre insultant,offensive,2,0,2,0,0
61753,Facebook:/<post-id>/comments,J’ai du lire presque tout les commentaires de cette publication. Au fait vous les partisans de Masra Échec pourquoi vous êtes trop belliqueux à ce point. Respectez les opinions politiques des autres . Mais on dirait des chiens ?? errants vous  tombez et insultez sur toutes les personnes qui sont contre ce plaisantin politicard . Enfin il faut penser au pays Masra n’incarne pas le Tchad . Il y’a aussi d’autres jeunes plus dynamiques plus rassembleur et moins haineux que ce braillard.,offensive,2,0,2,0,0
61754,Facebook:/<post-id>/comments,Da Bandit sakit,insult,3,0,0,3,0
61755,Facebook:/<post-id>/comments,Depuis quand vous prenez la défense des loups Garous nordiste. L'affaire de Baradine Berdeï reste entre nous les animaux nordiste mon cher président de réseaux sociaux,offensive,2,0,2,0,0
61756,Facebook:/<post-id>/comments,Ce ga j'essaye de l'apprécier mais j'arrive pas a le faire confiance. Sa haine envers les nordistes est tellement forte que ça saute a l'œil,offensive,2,0,2,0,0
61757,Facebook:/<post-id>/comments,Depuis que tu as insulté les nordistes des chiens. Je te suivrai jamais,offensive,2,0,2,0,0
61758,Facebook:/<post-id>/comments,Pas d'étonnant là-bas au Tchad.la vie humaine n'a pas de sens pour eux pire celle d'un kirdi ressortissant de la zone méridionale du Tchad.le décompte continu et nos blessures peinent hélas a se cicatriser.est ce une fatalité ? Loin de là au regard de bcp...condoléances à la famille du disparu,offensive,2,0,2,0,0
61759,Facebook:/<post-id>/comments,Masra vraiment tu oublie vite le Sahel est habité par ces nordistes que tu les qualifiaient de chiens et loup garou et comment tu oses les transformer ou les sécuriser ? Pourtant tu les déteste du fond de ton coeur? Bref occupe toi de tes affaires,offensive,2,0,2,0,0
61760,Facebook:/<post-id>/comments,Merci! Sinon y a un albela qui dit que on ne doit pas souhaiter ça aux mécréants,insult,3,0,0,3,0
61761,Facebook:/<post-id>/comments,vous etés tout les bandits,insult,3,0,0,3,0
61762,Facebook:/<post-id>/comments,Maréchal bandi sakid????????????????,insult,3,0,0,3,0
61765,Facebook:/<post-id>/comments,Depuis quand vous pronez le vivre ensemble ??? Depuis quand? Vous avez divisez le Tchad en doum contre Sarah et vous venez sur facebook parler de vivre ensemble ? Avec toute la haine que portez contre le Sud??? Vous avez oublié votre liste de nomination où il y avait rien que les doum??? Dayiman ghal vivre ensemble. ,offensive,2,0,2,0,0
61766,Facebook:/<post-id>/comments,LES ALBELA ST NOMBREUX VRAIMENT,offensive,2,0,2,0,0
61767,Facebook:/<post-id>/comments,Bandit tu va Quitter ,insult,3,0,0,3,0
61768,Facebook:/<post-id>/comments,Les salauds peuvent vous féliciter moi jeune  tchadien conscient ,offensive,2,0,2,0,0
61769,Facebook:/<post-id>/comments,J'ai juste un message pour vous: arrêtez de détruire les sudistes et chrétiens en général. Arrêtez de faire croire aux nordistes qu'ils sont vos protégés et que les sudistes  peuvent périr dans la misère et la mal traitrance économique,offensive,2,0,2,0,0
61770,Facebook:/<post-id>/comments,Malheureusement que ces jeunes soient des esclaves des gouvernants dictateurs ,offensive,2,0,2,0,0
61771,Facebook:/<post-id>/comments,C’est une vérité que tout le monde le sait et refuse de le dire par égoïsme. s’il faut cultiver la division pour libérer ce pays de la tyrannie alors qu’il soit ainsi. ,offensive,2,0,2,0,0
61772,Facebook:/<post-id>/comments,Saleh Kebzabo est un malade.,insult,3,0,0,3,0
61773,Facebook:/<post-id>/comments,Il n'a rien dit de mal. Les Nordistes avec la complicité de Deby massacrent et tuent les Sudistes et on ne doit pas parler de ça ??? Mais pourquoi ? Faut arrêter vos conneries. Il ne dit que la vérité. Et puis vous les doum là... Vous detestez les Sara mais vous faîtes semblant de vivre avec eux pourquoi ? Demandez qu'on vous divise et vous partez former votre pays à part. Faut pas se foutre des gens... Merde!,offensive,2,0,2,0,0
61774,Facebook:/<post-id>/comments,J'aimerais faire savoir à ceux qui pensent qu'au Tchad seulement les nordistes font les faux,offensive,2,0,2,0,0
61775,Facebook:/<post-id>/comments,Pourquoi pas designé moustapha masri? Ou bien parcequ il est nordiste? On vous connais cher frère vous voulez transformé le tchad a votre guise mais c est une rêve oublier svp,offensive,2,0,2,0,0
61776,Facebook:/<post-id>/comments,Et si vous pouvez laisser la femme de l'autrui tranquille dans son coin!! Trop de Albélatisme rend malade,offensive,2,0,2,0,0
61777,Facebook:/<post-id>/comments,Tu est malade toi,insult,3,0,0,3,0
61778,Facebook:/<post-id>/comments,Malade mental.,insult,3,0,0,3,0
61779,Facebook:/<post-id>/comments,un malade mental,insult,3,0,0,3,0
61780,Facebook:/<post-id>/comments,Quand une bande de malades mentaux de retrouvent pour parler au nom de la République on ne peut qu'avoir de tel résultat,insult,3,0,0,3,0
61781,Facebook:/<post-id>/comments,Un malade mental. Il est quoi? Général ? N'importe quoi,insult,3,0,0,3,0
61782,Facebook:/<post-id>/comments,Donc on a des malades comme celui-là chez nous ?,insult,3,0,0,3,0
61783,Facebook:/<post-id>/comments,C'est un malade mental.  Sa place est dans un hôpital psychiatrique.,insult,3,0,0,3,0
61784,Facebook:/<post-id>/comments,Que Deby reconnaisse qu'il est entouré des bandits  qui n'aiment les autres et qu'il fasse revenir hontement Amane dans le gouvernement,offensive,2,0,2,0,0
61785,Facebook:/<post-id>/comments,Il se dit Maréchal malade .,offensive,2,0,2,0,0
61786,Facebook:/<post-id>/comments,Ils ont oublié février 2002?je suis prêt pour attaquer les camerounais au Tchad bandits sawchaw,offensive,2,0,2,0,0
61788,Facebook:/<post-id>/comments,Ça n'a rien d'Islam et ça n'a rien de kirdi. C'est un mineur,offensive,2,0,2,0,0
61789,Facebook:/<post-id>/comments,Malade Griot de la république ,insult,3,0,0,3,0
61792,Facebook:/<post-id>/comments,Bandits espions français sont venu faire quel mission à la présidence du Tchad ? fallût neutralisée tous.,offensive,2,0,2,0,0
61793,Facebook:/<post-id>/comments,"Que signifie""Oula doum",offensive,2,0,2,0,0
61794,Facebook:/<post-id>/comments,Qui est abel là je pense qu'il est malade mental,insult,3,0,0,3,0
61795,Facebook:/<post-id>/comments,Donc Abel qualité les zakawa sont des sauvages ,hate,1,1,0,0,0
61796,Facebook:/<post-id>/comments,LE GENDARME EST KIRDI pas vrai ????,hate,1,1,0,0,0
61797,Facebook:/<post-id>/comments,Akher sans boulot avec honneur et dignité que d'être doungourou avant de travailler.,offensive,2,0,2,0,0
61798,Facebook:/<post-id>/comments,Les doungourous on vous knai,insult,3,0,0,3,0
61799,Facebook:/<post-id>/comments,Bandi hana Tchad,insult,3,0,0,3,0
61800,Facebook:/<post-id>/comments,En un mot il n'y a pas un état de droit le tout ce sont des bandits de grand chemin,offensive,2,0,2,0,0
61801,Facebook:/<post-id>/comments,Un malade lui mr lamane,insult,3,0,0,3,0
61802,Facebook:/<post-id>/comments,Lamane c un malade ,insult,3,0,0,3,0
61803,Facebook:/<post-id>/comments,Hhh on sait se toujours la france non soyez un peu de semi esclave mais pas totalement kaï jusqu'à maintenant,offensive,2,0,2,0,0
61804,Facebook:/<post-id>/comments,Laham Hana kelib (chien),offensive,2,0,2,0,0
61806,Facebook:/<post-id>/comments,Page de merde.Ceux  à qui Succes s'adresse ont dit et fait plus que cela aux Tchadiens.Laisser notre transformateur tranquile.gal gna gne gne aux nordistes musulmans.MON ŒIL,offensive,2,0,2,0,0
61807,Facebook:/<post-id>/comments,Les nordistes se sont toujours défendus face aux oppressions et injustices subies dès les premières heures de notre histoire. Ils n'ont pas choisi la guerre,offensive,2,0,2,0,0
61808,Facebook:/<post-id>/comments,Il y a des bandits ici où il ne faut même pas répondre à leurs commentaires pour qu'ils sachent qu'ils sont des animaux.,hate,1,1,0,0,0
61809,Facebook:/<post-id>/comments,Je ne veux pas que un nordiste soit président. ,offensive,2,0,2,0,0
61810,Facebook:/<post-id>/comments,Bon le griot et président de CASAC est un intellectuel ??? N'insultez pas mon intelligence,offensive,2,0,2,0,0
61811,Facebook:/<post-id>/comments,Que des malades au Tchad. ,offensive,2,0,2,0,0
61812,Facebook:/<post-id>/comments,Jean Bernard padaré fût le chef bandits dans le 1 et il le seras toujours dans le 2,insult,3,0,0,3,0
61813,Facebook:/<post-id>/comments,Pour tant Erdogan est un vrai malade qui soutient les terroristes dans le monde. Le cas recent de la Libye et Hermanie contre Azerbaijan. Monde musulman? Humm,offensive,2,0,2,0,0
61816,Facebook:/<post-id>/comments,Le péché de De Masra Succès MASRA?? C'est de vouloir sortir les esclaves heureux de leurs état d'esclavage,offensive,2,0,2,0,0
61819,Facebook:/<post-id>/comments,Bandit hanak da houkoume da heyine wa?wala ja be katkat sey be damm????kam takdar da chila be ????,insult,3,0,0,3,0
61820,Facebook:/<post-id>/comments,Reveurs de cauchemar sont sur les réseaux sociaux!!tu es malade!,insult,3,0,0,3,0
61821,Facebook:/<post-id>/comments,Je refuse d'être un esclave dans mon propre pays,offensive,2,0,2,0,0
61822,Facebook:/<post-id>/comments,C'est sont de bandit..ils peuvent rien faire,insult,3,0,0,3,0
61823,Facebook:/<post-id>/comments,Alhanoune massasse ????????,offensive,2,0,2,0,0
61824,Facebook:/<post-id>/comments,Da ya chamaraka,insult,3,0,0,3,0
61825,Facebook:/<post-id>/comments,Et apres 6mois hum. Hey abkadoum koum inta da radjil hana chounou ilé ilé nom,insult,3,0,0,3,0
61826,Facebook:/<post-id>/comments,Cette danse qui est la cause de boko haram... Arrêté les boudouma!c'est posthumes ,offensive,2,0,2,0,0
61827,Facebook:/<post-id>/comments,Écoute nous somme pas tes enfants voyous tu trompe qui ou pahimi kalip azaba,insult,3,0,0,3,0
61829,Facebook:/<post-id>/comments,Wadir louti da,insult,3,0,0,3,0
61830,Facebook:/<post-id>/comments,Parce qu'il est zagawa donc permis d'insultes de tueries.... C'est pas digne d'un patriote les zagawa sont les gens en mal de vivre ensemble des voleurs,hate,1,1,0,0,0
61831,Facebook:/<post-id>/comments,Adjemi sakit bandit da. Ce toi qui est le  plus grand mouton regardè sa tête ??????????,hate,1,1,0,0,0
61832,Facebook:/<post-id>/comments,Fuck MPS.,hate,1,1,0,0,0
61833,Facebook:/<post-id>/comments,Général Dazimi Hey abouk zata tu es fou ou quoi ? Ou bien tu as pris les tramols partout tu vois les proches de Deby ,hate,1,1,0,0,0
61835,Facebook:/<post-id>/comments,Les griots comme vous la imbécile toutes les souffrances des tchadiens c'est vous qui est l'origine deby et ces éléments de MPS . ,hate,1,1,0,0,0
61836,Facebook:/<post-id>/comments,Fack you avec ton MPS,hate,1,1,0,0,0
61838,Facebook:/<post-id>/comments,L'unité des voleurs au MPS oui. Espèce de voleur.,hate,1,1,0,0,0
61839,Facebook:/<post-id>/comments,"""Hour wo haw koula houmar""",offensive,2,0,2,0,0
61840,Facebook:/<post-id>/comments,Que tu seras touché par corona Massas,hate,1,1,0,0,0
61841,Facebook:/<post-id>/comments,Cherif est un esclave. Il servi la famille OURRADA et etait consideré coe esclave serviteur .j ai des preuves palpables ,hate,1,1,0,0,0
61842,Facebook:/<post-id>/comments,Et enfin je ne reconnais aucun autre esclave &bâtard coe sultan du DAR OUADDAÏ tant le nom OURADA exixte ,hate,1,1,0,0,0
61843,Facebook:/<post-id>/comments,Houmar sakari,insult,3,0,0,3,0
61846,Facebook:/<post-id>/comments,A chaque fois c’est les kirdis qui font des crimes horribles ! On dirait des vrai sauvages vous tuez vos fils vos filles vos sœurs,hate,1,1,0,0,0
61847,Facebook:/<post-id>/comments,C un salaud,insult,3,0,0,3,0
61848,Facebook:/<post-id>/comments,Maintenant je confirme ton salle comportement comme disait ton entourage. Toi même mouton damboula hanak,insult,3,0,0,3,0
61849,Facebook:/<post-id>/comments,Ok d'accord on est des moutons et toi tu es Houmar (âne),insult,3,0,0,3,0
61850,Facebook:/<post-id>/comments,Chomoroka de deby dah dit lui de prononcé lui même ces règles haramda ,hate,1,1,0,0,0
61851,Facebook:/<post-id>/comments,Il aime d'etre esclave de blanc.ce mieux de lui condamner a mort,hate,1,1,0,0,0
61852,Facebook:/<post-id>/comments,Bande des salauds,insult,3,0,0,3,0
61853,Facebook:/<post-id>/comments,Jeans Castex soub aboukk zata harsoumm da...arrêtons le suivisme,hate,1,1,0,0,0
61854,Facebook:/<post-id>/comments,Jean Castex zoub abouk zata,hate,1,1,0,0,0
61855,Facebook:/<post-id>/comments,Un ensemble des voleurs publics qui se sont organisés dans ce Mouvement des Pilleurs Sanguinaires (MPS) leurs intentions est de protéger leur patrimoine de ce cercle viscieux. ,hate,1,1,0,0,0
61856,Facebook:/<post-id>/comments,C'est vrai que celui-ci va : Mourir Pour les Salauds(MPS),hate,1,1,0,0,0
61857,Facebook:/<post-id>/comments,Zoub abouko zata ??vous pouvez faire 09h à 05 ,hate,1,1,0,0,0
61858,Facebook:/<post-id>/comments,Tidorou torouna chunu inal aboukou zata,hate,1,1,0,0,0
61859,Facebook:/<post-id>/comments,DA AKOUL ECH  Un ventriloque  Il fait ses DOUNGOUROUX pour manger  Ce qu'il a trouvé même pas en rêve,hate,1,1,0,0,0
61860,Facebook:/<post-id>/comments,C'est un doukou de MPS ce général civil,insult,3,0,0,3,0
61861,Facebook:/<post-id>/comments,Ton doungouroutisme te mettras à nus un jour,hate,1,1,0,0,0
61862,Facebook:/<post-id>/comments,Félix est un dougourou quel chef de file de l'opposition !!! Il est toujours penché au côté de MPS c'est bien fait pour sa gueule,hate,1,1,0,0,0
61863,Facebook:/<post-id>/comments,Mahamat Abdoulaye Haggar????Achirak ban ya houmar,insult,3,0,0,3,0
61864,Facebook:/<post-id>/comments,Bandit coq?? que vous êtes ????,insult,3,0,0,3,0
61865,Facebook:/<post-id>/comments,ça il faut demander aux dirigeants c'est pas mon problème dixit Tregoat. Wadam tiss da Inti da fi Europe da Reims U05 koula ti entraîner wa? Abouk,hate,1,1,0,0,0
61866,Facebook:/<post-id>/comments,C'est un pays des birti,hate,1,1,0,0,0
61867,Facebook:/<post-id>/comments,Toi ce doungourou avec ton chocobi la quand est ce que tu vas cesser de tomber toujours trop bas,hate,1,1,0,0,0
61868,Facebook:/<post-id>/comments,Le doungouroun man ,insult,3,0,0,3,0
61869,Facebook:/<post-id>/comments,All of you bandits and dictator Idriss Deby his big bandit,insult,3,0,0,3,0
61870,Facebook:/<post-id>/comments,Migo où en est-on avec l'histoire de manif là? Les tchadiens ne suivent jamais des bandits comme toi.,insult,3,0,0,3,0
61873,Facebook:/<post-id>/comments,Un chomorokha sectaire déguisé en marabout. Allah yi sillak makanouss.,hate,1,1,0,0,0
61874,Facebook:/<post-id>/comments,Beaucoup  aiment appeler les autres kirdi da ,offensive,2,0,2,0,0
61875,Facebook:/<post-id>/comments,nos ancêtres étaient kirdis,hate,1,1,0,0,0
61876,Facebook:/<post-id>/comments,les doums qui  insultent   ceux qui mangent pendant le ramadan c  est une grande malédiction.,hate,1,1,0,0,0
61877,Facebook:/<post-id>/comments,« Septembre Noir » n’est rien d’autre qu’un retour brutal de l’assenseur contre les odieux criminels Codos qui ont décimés des compatriotes nordistes vivant dans le Sud. Ce sont des chefs de guerre codo et leurs complices locaux qui ont été étrillés par les combattants de Habré,hate,1,1,0,0,0
61878,Facebook:/<post-id>/comments,Toi migo tu es bandit de la rue...........tu peux pas exiger quelqu'un toi ,insult,3,0,0,3,0
61879,Facebook:/<post-id>/comments,Houda sakarane comme disait mon frère doum,offensive,2,0,2,0,0
61880,Facebook:/<post-id>/comments,Nigo est un personnage haineux   (enver les nordistes),hate,1,1,0,0,0
