id,query_type,comment,Class,target,hate,offensive,Insult,Neutral,comment_text,tokens,tokens_sent
7876,Facebook:/<post-id>/comments,constitution idriss deby itno promulgue  nouvelle constitution    cours   cérémonie    déroulée  palais  itno   promulgation  cette nouvelle constitution taillée  mesure a  faite annonce  site   présidence   république en parcourant  nouvelle constitution,normal,3,0,0,0,1,constitution idriss deby itno promulgue   nouveau constitution     courir    cérémonie     dérouler   palais   itno    promulgation   nouveau constitution tailler   mesure   faire annonce   site    présidence    république parcourir   nouveau constitution,"['constitution', 'idriss', 'deby', 'itno', 'promulgue', 'nouveau', 'constitution', 'courir', 'cérémonie', 'dérouler', 'palais', 'itno', 'promulgation', 'nouveau', 'constitution', 'tailler', 'mesure', 'faire', 'annonce', 'site', 'présidence', 'république', 'parcourir', 'nouveau', 'constitution']",['constitution idriss deby itno promulgue  nouvelle constitution    cours   cérémonie    déroulée  palais  itno   promulgation  cette nouvelle constitution taillée  mesure a  faite annonce  site   présidence   république en parcourant  nouvelle constitution']
7877,Facebook:/<post-id>/comments, proches  deby  tous  là bas   faut   embêter payimi debeut   vice marechal jean bernard padaré   porte parole  mps   avocat   famille présidentielle habiba sahoulba   patronne   fondation grand coeur depuis plusieurs années  avenue géré  primature  sérieux,normal,3,0,0,0,1,  proche   deby        falloir    embêter payimi debeut    vice marechal jean bernard padaré    porte parole   mps    avocat    famille présidentiel habiba sahoulba    patronne    fondation grand coeur année   avenue géré   primature   sérieux,"['proche', 'deby', 'falloir', 'embêter', 'payimi', 'debeut', 'vice', 'marechal', 'jean', 'bernard', 'padaré', 'porte', 'parole', 'mps', 'avocat', 'famille', 'présidentiel', 'habiba', 'sahoulba', 'patronne', 'fondation', 'grand', 'coeur', 'année', 'avenue', 'géré', 'primature', 'sérieux']",[' proches  deby  tous  là bas   faut   embêter payimi debeut   vice marechal jean bernard padaré   porte parole  mps   avocat   famille présidentielle habiba sahoulba   patronne   fondation grand coeur depuis plusieurs années  avenue géré  primature  sérieux']
7878,Facebook:/<post-id>/comments,  semaines avenirs  fifa va sûrement suspendre  tchad  3  4 ans selon  textes   fifa ainsi   subventions aussi   jeune ministre  clic veulent  sucrer  bouche deby  peut  signer  décret  faire partir moctar mahmoud ça  relève    compétence aussi circulez,normal,3,0,0,0,1,   semaine avenir   fifa sûrement suspendre   tchad   3   4 an   texte    fifa    subvention    jeune ministre   vouloir   sucrer   bouche deby     signer   décret   faire partir moctar mahmoud   relever     compétence circulez,"['semaine', 'avenir', 'fifa', 'sûrement', 'suspendre', 'tchad', '3', '4', 'an', 'texte', 'fifa', 'subvention', 'jeune', 'ministre', 'vouloir', 'sucrer', 'bouche', 'deby', 'signer', 'décret', 'faire', 'partir', 'moctar', 'mahmoud', 'relever', 'compétence', 'circulez']",['  semaines avenirs  fifa va sûrement suspendre  tchad  3  4 ans selon  textes   fifa ainsi   subventions aussi   jeune ministre  clic veulent  sucrer  bouche deby  peut  signer  décret  faire partir moctar mahmoud ça  relève    compétence aussi circulez']
7879,Facebook:/<post-id>/comments,coup  état  confrères  tchadactuel confirment  insurrection interne comment déby  étouffé  coup  état venant  siens comment deby a étouffé  coup  état  deby  affaire  drogue a failli emporter  régime  maréchal  plus exactement  a failli avoir  deby sans deby  tchad en effet,normal,3,0,0,0,1,coup   état   confrère   tchadactuel confirmer   insurrection interne déby   étouffé   coup   état venir   deby étouffer   coup   état   deby   affaire   drogue failli emporter   régime   maréchal     faillir   deby deby   tchad,"['coup', 'état', 'confrère', 'tchadactuel', 'confirmer', 'insurrection', 'interne', 'déby', 'étouffé', 'coup', 'état', 'venir', 'deby', 'étouffer', 'coup', 'état', 'deby', 'affaire', 'drogue', 'failli', 'emporter', 'régime', 'maréchal', 'faillir', 'deby', 'deby', 'tchad']",['coup  état  confrères  tchadactuel confirment  insurrection interne comment déby  étouffé  coup  état venant  siens comment deby a étouffé  coup  état  deby  affaire  drogue a failli emporter  régime  maréchal  plus exactement  a failli avoir  deby sans deby  tchad en effet']
7880,Facebook:/<post-id>/comments, regime  deby 1er     dictatures  plus cyniques  afrique avenue  benediction  partenaires internationationaux   tchadien  retrouve   plus grande prison  ciel ouvert  monde  tchadiens   entretuent sans  personne   émeut   a enlevé cette humanité   parler   terrorisme,offensive,1,0,1,0,0,  regime   deby premier      dictature   cynique   afrique avenue   benediction   partenaire internationational    tchadien   retrouve    grand prison   ciel   monde   tchadien    entretuer      émouvoir    enlever humanité       terrorisme,"['regime', 'deby', 'premier', 'dictature', 'cynique', 'afrique', 'avenue', 'benediction', 'partenaire', 'internationational', 'tchadien', 'retrouve', 'grand', 'prison', 'ciel', 'monde', 'tchadien', 'entretuer', 'émouvoir', 'enlever', 'humanité', 'terrorisme']",[' regime  deby 1er     dictatures  plus cyniques  afrique avenue  benediction  partenaires internationationaux   tchadien  retrouve   plus grande prison  ciel ouvert  monde  tchadiens   entretuent sans  personne   émeut   a enlevé cette humanité   parler   terrorisme']
7881,Facebook:/<post-id>/comments,vraiment  tchadiens doivent sortir  manifester  soutien a yaya dilloh voilà  mister  a dit haut    autres pensent   cachette   vraiment trop  tchadiens   peureux car    occasion  dire hinda dégage  deby aussi    quoi a  fin  monarchie  sultanat   entreprise familiale,normal,3,0,0,0,1,vraiment   tchadien sortir   manifester   soutien yaya dilloh   mister   haut     pensent    cachette    vraiment   tchadien    peureux     occasion   hinda dégager   deby       fin   monarchie   sultanat    entreprise familial,"['vraiment', 'tchadien', 'sortir', 'manifester', 'soutien', 'yaya', 'dilloh', 'mister', 'haut', 'pensent', 'cachette', 'vraiment', 'tchadien', 'peureux', 'occasion', 'hinda', 'dégager', 'deby', 'fin', 'monarchie', 'sultanat', 'entreprise', 'familial']",['vraiment  tchadiens doivent sortir  manifester  soutien a yaya dilloh voilà  mister  a dit haut    autres pensent   cachette   vraiment trop  tchadiens   peureux car    occasion  dire hinda dégage  deby aussi    quoi a  fin  monarchie  sultanat   entreprise familiale']
7884,Facebook:/<post-id>/comments,   ya   mission  desarmement  sud  pays si   trompe   ya  ca      nord  pays  quoi   basez  approuver   sud a  desarmé pourquoi  dites   regime and aime   sud pourtant deby a cajolé   a fait plein  projet là bas entre temps  a traité  tous  noms  nordistes,normal,3,0,0,0,1,    yer    mission   desarmement   sud   pays    trompe    yer   ca       nord   pays      basez   approuver    sud   desarmé   dites    regime and aime    sud pourtant deby cajolé      projet temps   traiter     nom   nordister,"['yer', 'mission', 'desarmement', 'sud', 'pays', 'trompe', 'yer', 'ca', 'nord', 'pays', 'basez', 'approuver', 'sud', 'desarmé', 'dites', 'regime', 'and', 'aime', 'sud', 'pourtant', 'deby', 'cajolé', 'projet', 'temps', 'traiter', 'nom', 'nordister']",['   ya   mission  desarmement  sud  pays si   trompe   ya  ca      nord  pays  quoi   basez  approuver   sud a  desarmé pourquoi  dites   regime and aime   sud pourtant deby a cajolé   a fait plein  projet là bas entre temps  a traité  tous  noms  nordistes']
7885,Facebook:/<post-id>/comments,déby empereur  message  félicitation teinté  ironie  garondé djarma  désormais maréchal deby   avenue  grande joie    appris  consécration  distinction honorifiques  maréchal  tchadiens  toujours montré  héroïsme  différents champs  combat  rappel pendant  seconde guerre mondiale  1939 1945,normal,3,0,0,0,1,déby empereur   message   félicitation teinter   ironie   garondé djarma   maréchal deby    avenue   grand joie     apprendre   consécration   distinction honorifique   maréchal   tchadien   montrer   héroïsme   champ   combat   rappel   second guerre mondial   1939 1945,"['déby', 'empereur', 'message', 'félicitation', 'teinter', 'ironie', 'garondé', 'djarma', 'maréchal', 'deby', 'avenue', 'grand', 'joie', 'apprendre', 'consécration', 'distinction', 'honorifique', 'maréchal', 'tchadien', 'montrer', 'héroïsme', 'champ', 'combat', 'rappel', 'second', 'guerre', 'mondial', '1939', '1945']",['déby empereur  message  félicitation teinté  ironie  garondé djarma  désormais maréchal deby   avenue  grande joie    appris  consécration  distinction honorifiques  maréchal  tchadiens  toujours montré  héroïsme  différents champs  combat  rappel pendant  seconde guerre mondiale  1939 1945']
7886,Facebook:/<post-id>/comments,pouvoir gouvernance  complexe  infériorité  idriss déby vis  vis  hissein habré réaction  amira tachadia  déclarations  idriss deby  afrique média  éditorialiste dénonce  comparaisons nombreuses  douteuses  fait  président idriss deby entre  régime   régime   prédécesseur hissein habré selon amira tachadia,normal,3,0,0,0,1,pouvoir gouvernance   complexe   infériorité   idriss déby vis   vis   hissein habré réaction   amira tachadia   déclaration   idriss deby   afrique média   éditorialiste dénoncer   comparaison   douteux     président idriss deby   régime    régime    prédécesseur hissein habré amira tachadia,"['pouvoir', 'gouvernance', 'complexe', 'infériorité', 'idriss', 'déby', 'vis', 'vis', 'hissein', 'habré', 'réaction', 'amira', 'tachadia', 'déclaration', 'idriss', 'deby', 'afrique', 'média', 'éditorialiste', 'dénoncer', 'comparaison', 'douteux', 'président', 'idriss', 'deby', 'régime', 'régime', 'prédécesseur', 'hissein', 'habré', 'amira', 'tachadia']",['pouvoir gouvernance  complexe  infériorité  idriss déby vis  vis  hissein habré réaction  amira tachadia  déclarations  idriss deby  afrique média  éditorialiste dénonce  comparaisons nombreuses  douteuses  fait  président idriss deby entre  régime   régime   prédécesseur hissein habré selon amira tachadia']
7887,Facebook:/<post-id>/comments,  semble   correspondant  ndjam a raté  épisode   éléments rapportés car  and  jamais signé  décret  lequel  a deux   fils   ailleurs ça and    tout vrai   simple  sais   allez  dire  deby  déjà signé  fait  genre  choses  croyez    and   si stupide  ça   façon  perturbation vient après,normal,3,0,0,0,1,      correspondre   ndjam rater   épisode    élément rapporter   and   jamais signer   décret        fils    and     vrai    simple   sais    aller     deby   déjà signer     genre   chose   croire     and    stupide        perturbation venir,"['correspondre', 'ndjam', 'rater', 'épisode', 'élément', 'rapporter', 'and', 'jamais', 'signer', 'décret', 'fils', 'and', 'vrai', 'simple', 'sais', 'aller', 'deby', 'déjà', 'signer', 'genre', 'chose', 'croire', 'and', 'stupide', 'perturbation', 'venir']",['  semble   correspondant  ndjam a raté  épisode   éléments rapportés car  and  jamais signé  décret  lequel  a deux   fils   ailleurs ça and    tout vrai   simple  sais   allez  dire  deby  déjà signé  fait  genre  choses  croyez    and   si stupide  ça   façon  perturbation vient après']
7888,Facebook:/<post-id>/comments,vraiment tout  monde sait très bien  vrai detrouneur en afrique passe   en principe  devrait   parler  détournement public   compte  bancair    sage  abord   en question   and a  détourner  bien public   essaye  jurer avenue  sourate walay  dois mourir  2 minutes    this mister  maréchal idriss deby   bien étudié  roman,normal,3,0,0,0,1,vraiment   monde   vrai detrouneur afrique passer    principe   devoir      détournement public    compte   bancair     sage      question    and   détourner   public    essayer   jurer avenue   sourate walay   devoir mourir   2 minute     this mister   maréchal idriss deby    étudier   roman,"['vraiment', 'monde', 'vrai', 'detrouneur', 'afrique', 'passer', 'principe', 'devoir', 'détournement', 'public', 'compte', 'bancair', 'sage', 'question', 'and', 'détourner', 'public', 'essayer', 'jurer', 'avenue', 'sourate', 'walay', 'devoir', 'mourir', '2', 'minute', 'this', 'mister', 'maréchal', 'idriss', 'deby', 'étudier', 'roman']",['vraiment tout  monde sait très bien  vrai detrouneur en afrique passe   en principe  devrait   parler  détournement public   compte  bancair    sage  abord   en question   and a  détourner  bien public   essaye  jurer avenue  sourate walay  dois mourir  2 minutes    this mister  maréchal idriss deby   bien étudié  roman']
7889,Facebook:/<post-id>/comments,libye deby a  origine  tout  désordre  sahara libyen youssouf tolli  tchad  plus particulièrement  grand bet paye  lourd tribut   sud libyen où  tchadiens  considérés comme  mercenaires  moins coûteux   seigneurs  cette guerre libyenne ceci  évoqué   vidéo   journaliste   convoyage   vol  interception  convois  cigarettes  drogues,normal,3,0,0,0,1,libye deby   origine     désordre   sahara libyen youssouf tolli   tchad     grand bet paie   lourd tribut    sud libyen   tchadien   considérés   mercenaire   coûteux    seigneur   guerre libyen   évoquer    vidéo    journaliste    convoyage    vol   interception   convoi   cigarette   drogue,"['libye', 'deby', 'origine', 'désordre', 'sahara', 'libyen', 'youssouf', 'tolli', 'tchad', 'grand', 'bet', 'paie', 'lourd', 'tribut', 'sud', 'libyen', 'tchadien', 'considérés', 'mercenaire', 'coûteux', 'seigneur', 'guerre', 'libyen', 'évoquer', 'vidéo', 'journaliste', 'convoyage', 'vol', 'interception', 'convoi', 'cigarette', 'drogue']",['libye deby a  origine  tout  désordre  sahara libyen youssouf tolli  tchad  plus particulièrement  grand bet paye  lourd tribut   sud libyen où  tchadiens  considérés comme  mercenaires  moins coûteux   seigneurs  cette guerre libyenne ceci  évoqué   vidéo   journaliste   convoyage   vol  interception  convois  cigarettes  drogues']
7890,Facebook:/<post-id>/comments, voulez niquer  cerveau   kebzabo a inventé quoi  dit    passe en réalité donc  préférez   nordistes musulmans massacrent  sudistes impunément avenue  soutien   frère deby   tout  monde  taise  accepte cette souffrance   rêvez    va falloir   divise  tchad   fera tant   nord opresse  tue  sud    folie   emmerde souvent,hate,0,1,0,0,0,  vouloir niquer   cerveau    kebzabo inventer       passer réalité   préférer    nordister musulman massacrer   sudiste impunément avenue   soutien    frère deby      monde   taire   accepte souffrance    rêver     falloir    divise   tchad    faire    nord opresse   taire   sud     folie    emmerde,"['vouloir', 'niquer', 'cerveau', 'kebzabo', 'inventer', 'passer', 'réalité', 'préférer', 'nordister', 'musulman', 'massacrer', 'sudiste', 'impunément', 'avenue', 'soutien', 'frère', 'deby', 'monde', 'taire', 'accepte', 'souffrance', 'rêver', 'falloir', 'divise', 'tchad', 'faire', 'nord', 'opresse', 'taire', 'sud', 'folie', 'emmerde']",[' voulez niquer  cerveau   kebzabo a inventé quoi  dit    passe en réalité donc  préférez   nordistes musulmans massacrent  sudistes impunément avenue  soutien   frère deby   tout  monde  taise  accepte cette souffrance   rêvez    va falloir   divise  tchad   fera tant   nord opresse  tue  sud    folie   emmerde souvent']
7891,Facebook:/<post-id>/comments,politique  rajet demande  publication  bilan  santé  président deby ordjeï chaha  audiences   déplacement  addis abeba     mascarades  berner  peuple  rassemblement   justice   egalité  tchad rajet a tenu  point  presse   état  santé  président idriss deby itno depuis quelques jours  santé  président deby   toutes  lèvres  tchadiens,normal,3,0,0,0,1,politique   rajet demande   publication   bilan   santé   président deby ordjeï chaha   audience    déplacement   addis abeba      mascarade   berner   peuple   rassemblement    justice    egalité   tchad rajet tenir   point   presse    état   santé   président idriss deby itno jour   santé   président deby      lèvre   tchadien,"['politique', 'rajet', 'demande', 'publication', 'bilan', 'santé', 'président', 'deby', 'ordjeï', 'chaha', 'audience', 'déplacement', 'addis', 'abeba', 'mascarade', 'berner', 'peuple', 'rassemblement', 'justice', 'egalité', 'tchad', 'rajet', 'tenir', 'point', 'presse', 'état', 'santé', 'président', 'idriss', 'deby', 'itno', 'jour', 'santé', 'président', 'deby', 'lèvre', 'tchadien']",['politique  rajet demande  publication  bilan  santé  président deby ordjeï chaha  audiences   déplacement  addis abeba     mascarades  berner  peuple  rassemblement   justice   egalité  tchad rajet a tenu  point  presse   état  santé  président idriss deby itno depuis quelques jours  santé  président deby   toutes  lèvres  tchadiens']
7892,Facebook:/<post-id>/comments,évidemment  oui  veut   histoire  tchad avant  disparaît   glorifie comme ci   quelqu   important hélas   rappelle   pouvoir en afrique  précisément  tchad    france  choisit  leader donc deby partira  jour   voleur  disparaîtra   histoire   sais  jusqu aujourd hui    colonel    reconnais  entend  président   pays        voté,normal,3,0,0,0,1,évidemment   oui   vouloir    histoire   tchad   disparaître    glorifier    quelqu    important    rappeler    pouvoir afrique   précisément   tchad     france   choisir   leader deby partir   jour    voleur   disparaître    histoire    sais       colonel     reconnais   entendre   président    pays         voter,"['évidemment', 'oui', 'vouloir', 'histoire', 'tchad', 'disparaître', 'glorifier', 'quelqu', 'important', 'rappeler', 'pouvoir', 'afrique', 'précisément', 'tchad', 'france', 'choisir', 'leader', 'deby', 'partir', 'jour', 'voleur', 'disparaître', 'histoire', 'sais', 'colonel', 'reconnais', 'entendre', 'président', 'pays', 'voter']",['évidemment  oui  veut   histoire  tchad avant  disparaît   glorifie comme ci   quelqu   important hélas   rappelle   pouvoir en afrique  précisément  tchad    france  choisit  leader donc deby partira  jour   voleur  disparaîtra   histoire   sais  jusqu aujourd hui    colonel    reconnais  entend  président   pays        voté']
7893,Facebook:/<post-id>/comments,israël dgse plaque tournante   dgse and djamena devient  hub  mossad    central intelligence agency avenue  général kogri  maitre espion  idriss déby intelligence agency avenue  general kogri  maitre espion didriss deby tchadanthropus tribune,normal,3,0,0,0,1,israël dgse plaqu tournant    dgse and djamena devenir   hub   mossad     central intelligence agency avenue   général kogri   maitre espion   idriss déby intelligence agency avenue   general kogri   maitre espion didriss deby tchadanthropus tribun,"['israël', 'dgse', 'plaqu', 'tournant', 'dgse', 'and', 'djamena', 'devenir', 'hub', 'mossad', 'central', 'intelligence', 'agency', 'avenue', 'général', 'kogri', 'maitre', 'espion', 'idriss', 'déby', 'intelligence', 'agency', 'avenue', 'general', 'kogri', 'maitre', 'espion', 'didriss', 'deby', 'tchadanthropus', 'tribun']",['israël dgse plaque tournante   dgse and djamena devient  hub  mossad    central intelligence agency avenue  général kogri  maitre espion  idriss déby intelligence agency avenue  general kogri  maitre espion didriss deby tchadanthropus tribune']
7894,Facebook:/<post-id>/comments,  bien  delà   confinement dû  covid19   en plein enjeux politiques  france utilise   disant maréchal  destabiliser  sous région   garde   intérieur    and    jacasser en plus  prise  pouvoir  2021  très problématique deby  très mal vu   tchadiens en  moment   france refuse  perdre  cobaye alors   somme  dictature avenue violence  comprend comprend,normal,3,0,0,0,1,        confinement devoir   covid19    enjeu politique   france utilise    dire maréchal   destabiliser   région    garde    intérieur     and     jacasser   prise   pouvoir   2021   problématique deby   mal    tchadien   moment    france refuse   perdre   cobaye    somme   dictature avenue violence   comprendre comprendre,"['confinement', 'devoir', 'covid19', 'enjeu', 'politique', 'france', 'utilise', 'dire', 'maréchal', 'destabiliser', 'région', 'garde', 'intérieur', 'and', 'jacasser', 'prise', 'pouvoir', '2021', 'problématique', 'deby', 'mal', 'tchadien', 'moment', 'france', 'refuse', 'perdre', 'cobaye', 'somme', 'dictature', 'avenue', 'violence', 'comprendre', 'comprendre']",['  bien  delà   confinement dû  covid19   en plein enjeux politiques  france utilise   disant maréchal  destabiliser  sous région   garde   intérieur    and    jacasser en plus  prise  pouvoir  2021  très problématique deby  très mal vu   tchadiens en  moment   france refuse  perdre  cobaye alors   somme  dictature avenue violence  comprend comprend']
7895,Facebook:/<post-id>/comments,  faites   mauvais sang  rien chers compatriotes   dénoncez  ki défendez  genres  travers   gestion   chose publique  président deby a déjà répondu   types  dérives en instituant  sermon confessionnel  sommet   état   peu k  sache  ministre incriminé and  échappe  si ya forfaiture  assumera sans doute  responsabilités ici     delà  tchad   pays atypique ça   sait depuis longtemps,normal,3,0,0,0,1,   faire    mauvais sang   compatriote    dénoncez   ki défendre   genre   travers    gestion    chose public   président deby déjà répondre    type   dérive instituer   sermon confessionnel   sommet    état    k   sache   ministre incriminer and   échappe   ya forfaiture   assumer doute   responsabilité ici        tchad    pays atypique   ,"['faire', 'mauvais', 'sang', 'compatriote', 'dénoncez', 'ki', 'défendre', 'genre', 'travers', 'gestion', 'chose', 'public', 'président', 'deby', 'déjà', 'répondre', 'type', 'dérive', 'instituer', 'sermon', 'confessionnel', 'sommet', 'état', 'k', 'sache', 'ministre', 'incriminer', 'and', 'échappe', 'ya', 'forfaiture', 'assumer', 'doute', 'responsabilité', 'ici', 'tchad', 'pays', 'atypique']",['  faites   mauvais sang  rien chers compatriotes   dénoncez  ki défendez  genres  travers   gestion   chose publique  président deby a déjà répondu   types  dérives en instituant  sermon confessionnel  sommet   état   peu k  sache  ministre incriminé and  échappe  si ya forfaiture  assumera sans doute  responsabilités ici     delà  tchad   pays atypique ça   sait depuis longtemps']
7896,Facebook:/<post-id>/comments,pétrole visite  kalzebeut pahimi debeut   ministre  pétrole   installations  rig rig depuis 3 ans  projet pétrolier  gazier  rig rig  kanem piétine sans suivi tout  bizarrement délaissé   réalisation supposée en 12 mois donner  résultats projet sédigui  visite  inspection  installations instruit   maréchal dictateur  tchad idriss deby itno  délégation  conduit  ministre  état secrétaire général   présidence  itno,normal,3,0,0,0,1,pétrole visite   kalzebeut pahimi debeut    ministre   pétrole    installation   rig rig 3 an   projet pétrolier   gazier   rig rig   kanem piétine suivi   bizarrement délaisser    réalisation supposer 12 mois donner   résultat projet sédigui   visite   inspection   installation instruire    maréchal dictateur   tchad idriss deby itno   délégation   conduire   ministre   état secrétaire général    présidence   itno,"['pétrole', 'visite', 'kalzebeut', 'pahimi', 'debeut', 'ministre', 'pétrole', 'installation', 'rig', 'rig', '3', 'an', 'projet', 'pétrolier', 'gazier', 'rig', 'rig', 'kanem', 'piétine', 'suivi', 'bizarrement', 'délaisser', 'réalisation', 'supposer', '12', 'mois', 'donner', 'résultat', 'projet', 'sédigui', 'visite', 'inspection', 'installation', 'instruire', 'maréchal', 'dictateur', 'tchad', 'idriss', 'deby', 'itno', 'délégation', 'conduire', 'ministre', 'état', 'secrétaire', 'général', 'présidence', 'itno']",['pétrole visite  kalzebeut pahimi debeut   ministre  pétrole   installations  rig rig depuis 3 ans  projet pétrolier  gazier  rig rig  kanem piétine sans suivi tout  bizarrement délaissé   réalisation supposée en 12 mois donner  résultats projet sédigui  visite  inspection  installations instruit   maréchal dictateur  tchad idriss deby itno  délégation  conduit  ministre  état secrétaire général   présidence  itno']
7897,Facebook:/<post-id>/comments,voilà pourquoi tous  tchadiens devraient laisser  pays  idriss deby   bande  pantins  jouent  jeu   arracher  mains   derniers  transformer  pays en état nation baradine berdeï  dérange  seulement  maréchal  jeux  aussi tout ceux    mêmes ambitions avenue  esprit tordu  enfants gâtés   cours    a  justice   têtes  assument  responsabilités  central european time enclos  faux   verra aujourd hui inchallah  nombreux  aller vivre  réalités  pays,normal,3,0,0,0,1,  tchadien devoir   pays   idriss deby    bande   pantin   jouer   jeu    arracher   main    dernier   transformer   pays état nation baradine berdeï   dérange     maréchal   jeu       ambition avenu   esprit tordre   enfant gâter    cours       justice    tête   assumer   responsabilité   central european tim enclore   faux    voir inchallah     aller vivre   réalité   pays,"['tchadien', 'devoir', 'pays', 'idriss', 'deby', 'bande', 'pantin', 'jouer', 'jeu', 'arracher', 'main', 'dernier', 'transformer', 'pays', 'état', 'nation', 'baradine', 'berdeï', 'dérange', 'maréchal', 'jeu', 'ambition', 'avenu', 'esprit', 'tordre', 'enfant', 'gâter', 'cours', 'justice', 'tête', 'assumer', 'responsabilité', 'central', 'european', 'tim', 'enclore', 'faux', 'voir', 'inchallah', 'aller', 'vivre', 'réalité', 'pays']",['voilà pourquoi tous  tchadiens devraient laisser  pays  idriss deby   bande  pantins  jouent  jeu   arracher  mains   derniers  transformer  pays en état nation baradine berdeï  dérange  seulement  maréchal  jeux  aussi tout ceux    mêmes ambitions avenue  esprit tordu  enfants gâtés   cours    a  justice   têtes  assument  responsabilités  central european time enclos  faux   verra aujourd hui inchallah  nombreux  aller vivre  réalités  pays']
7898,Facebook:/<post-id>/comments, présence turque  tchad  très importante    racontez and   conversations  cabarets   abruti  30 ans  dictature   arrive  lire entre  lignes djiddi saleh a beaucoup  problèmes  vient  perdre  chefferie    conquis  coup  milliards deby a poussé vita  exécuter  manoeuvres   rendez service si  arrivez  avoir  point  vue  mahamat ismael chaibo  ça   kogri tous  proches  djiddi  en prison   affaire  drogue    tardera   rejoindre  question  jours,normal,3,0,0,0,1,  présence turc   tchad   important     racontez and    conversation   cabaret    abruti   30 an   dictature    arrive   lire   lignes djiddi saleh   problème   venir   perdre   chefferie     conquérir   coup   milliard deby pousser vita   exécuter   manoeuvre    rendre service   arrivez     point   vue   mahamat ismael chaibo      kogri   proche   djiddi   prison    affaire   drogue     tarder    rejoindre   question   jour,"['présence', 'turc', 'tchad', 'important', 'racontez', 'and', 'conversation', 'cabaret', 'abruti', '30', 'an', 'dictature', 'arrive', 'lire', 'lignes', 'djiddi', 'saleh', 'problème', 'venir', 'perdre', 'chefferie', 'conquérir', 'coup', 'milliard', 'deby', 'pousser', 'vita', 'exécuter', 'manoeuvre', 'rendre', 'service', 'arrivez', 'point', 'vue', 'mahamat', 'ismael', 'chaibo', 'kogri', 'proche', 'djiddi', 'prison', 'affaire', 'drogue', 'tarder', 'rejoindre', 'question', 'jour']",[' présence turque  tchad  très importante    racontez and   conversations  cabarets   abruti  30 ans  dictature   arrive  lire entre  lignes djiddi saleh a beaucoup  problèmes  vient  perdre  chefferie    conquis  coup  milliards deby a poussé vita  exécuter  manoeuvres   rendez service si  arrivez  avoir  point  vue  mahamat ismael chaibo  ça   kogri tous  proches  djiddi  en prison   affaire  drogue    tardera   rejoindre  question  jours']
7899,Facebook:/<post-id>/comments,grand  traversons  situation complexe  delicate laissons  divergences  autres dissensions  heure   rassemblements   soutiens derriere  chef suprême  eraduquer  danger beaucoups   cousins oncles freres  peri   en deuil  pays  en deuil  pleurons  morts   en face   autre danger  covid19 aujourd hui tous  tchadiens  terriblement touché grand frère  edt   moment  critiquer  regne  quelqu  ceux   morts    freres tchadiens  tout moment  derriere  armee aujourdhui combien  familles tchadiennes  differentes composantes etniques  endeuillées  heure  grave en  moment   demande sagement  régler  avenue deby ca irrite  propos,normal,3,0,0,0,1,grand   traverser   situation complexe   delicate laissons   divergence   dissension   heure    rassemblement    soutien   chef suprême   eraduquer   danger beaucoup    cousins oncle frere   peri    deuil   pays   deuil   pleuron   mort    face    danger   covid19   tchadien   terriblement toucher grand frère   edt    moment   critiquer   regne   quelqu      mort     frere tchadien   moment     armee aujourdhui   famille tchadien   composante etnique   endeuillée   heure   grave   moment    demande sagement   régler   avenue deby ca irrite   propos,"['grand', 'traverser', 'situation', 'complexe', 'delicate', 'laissons', 'divergence', 'dissension', 'heure', 'rassemblement', 'soutien', 'chef', 'suprême', 'eraduquer', 'danger', 'beaucoup', 'cousins', 'oncle', 'frere', 'peri', 'deuil', 'pays', 'deuil', 'pleuron', 'mort', 'face', 'danger', 'covid19', 'tchadien', 'terriblement', 'toucher', 'grand', 'frère', 'edt', 'moment', 'critiquer', 'regne', 'quelqu', 'mort', 'frere', 'tchadien', 'moment', 'armee', 'aujourdhui', 'famille', 'tchadien', 'composante', 'etnique', 'endeuillée', 'heure', 'grave', 'moment', 'demande', 'sagement', 'régler', 'avenue', 'deby', 'ca', 'irrite', 'propos']",['grand  traversons  situation complexe  delicate laissons  divergences  autres dissensions  heure   rassemblements   soutiens derriere  chef suprême  eraduquer  danger beaucoups   cousins oncles freres  peri   en deuil  pays  en deuil  pleurons  morts   en face   autre danger  covid19 aujourd hui tous  tchadiens  terriblement touché grand frère  edt   moment  critiquer  regne  quelqu  ceux   morts    freres tchadiens  tout moment  derriere  armee aujourdhui combien  familles tchadiennes  differentes composantes etniques  endeuillées  heure  grave en  moment   demande sagement  régler  avenue deby ca irrite  propos']
7900,Facebook:/<post-id>/comments, assassin  11 soldats tchadiens  a tué 11 martyrs tchadiens  cause   seule personne  aujourd hui   tête  dgssi bravo  famille bravo deby,normal,3,0,0,0,1,  assassin   11 soldat tchadien   tuer 11 martyr tchadien   cause         tête   dgssi   famille deby,"['assassin', '11', 'soldat', 'tchadien', 'tuer', '11', 'martyr', 'tchadien', 'cause', 'tête', 'dgssi', 'famille', 'deby']",[' assassin  11 soldats tchadiens  a tué 11 martyrs tchadiens  cause   seule personne  aujourd hui   tête  dgssi bravo  famille bravo deby']
